service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
6531@2,0,0,0,0,0,1,0,20170331,20170630
6531@5,0,0,0,0,0,0,0,20170331,20170630
654@2,0,0,0,0,0,1,0,20170331,20170630
654@5,0,0,0,0,0,0,0,20170331,20170630
A62@1,1,1,1,1,1,0,0,20170331,20170630
8612@1,1,1,1,1,1,0,0,20170331,20170630
B01@1,1,1,1,1,1,0,0,20170331,20170630
B05@1,1,1,1,1,1,0,0,20170331,20170630
B09@3,0,0,0,0,0,0,1,20170331,20170630
A93@1,1,1,1,1,1,0,0,20170331,20170630
LI.2@1,1,1,1,1,1,0,0,20170331,20170630
2671@1,1,1,1,1,1,0,0,20170331,20170630
2813@3,0,0,0,0,0,0,1,20170331,20170630
A81@2,0,0,0,0,0,1,0,20170331,20170630
A81@5,0,0,0,0,0,0,0,20170331,20170630
03.11@2,0,0,0,0,0,1,0,20170331,20170630
347@3,0,0,0,0,0,0,1,20170331,20170630
A348@2,0,0,0,0,0,1,0,20170331,20170630
A360@5,0,0,0,0,0,0,0,20170331,20170630
375@3,0,0,0,0,0,0,1,20170331,20170630
3942@1,1,1,1,1,1,0,0,20170331,20170630
3944@1,1,1,1,1,1,0,0,20170331,20170630
395@1,1,1,1,1,1,0,0,20170331,20170630
A321@3,0,0,0,0,0,0,1,20170331,20170630
398@1,1,1,1,1,1,0,0,20170331,20170630
M98@3,0,0,0,0,0,0,1,20170331,20170630
430@2,0,0,0,0,0,1,0,20170331,20170630
430@5,0,0,0,0,0,0,0,20170331,20170630
431@3,0,0,0,0,0,0,1,20170331,20170630
436@5,0,0,0,0,0,0,0,20170331,20170630
492@1,1,1,1,1,1,0,0,20170331,20170630
510@2,0,0,0,0,0,1,0,20170331,20170630
520@3,0,0,0,0,0,0,1,20170331,20170630
624@2,0,0,0,0,0,1,0,20170331,20170630
624@5,0,0,0,0,0,0,0,20170331,20170630
727@1,1,1,1,1,1,0,0,20170331,20170630
631@3,0,0,0,0,0,0,1,20170331,20170630
831@2,0,0,0,0,0,1,0,20170331,20170630
731@2,0,0,0,0,0,1,0,20170331,20170630
637@1,1,1,1,1,1,0,0,20170331,20170630
656@5,0,0,0,0,0,0,0,20170331,20170630
662@3,0,0,0,0,0,0,1,20170331,20170630
661@3,0,0,0,0,0,0,1,20170331,20170630
B02@2,0,0,0,0,0,1,0,20170331,20170630
715@2,0,0,0,0,0,1,0,20170331,20170630
718@3,0,0,0,0,0,0,1,20170331,20170630
C2@3,0,0,0,0,0,0,1,20170331,20170630
C3@1,1,1,1,1,1,0,0,20170331,20170630
2602@3,0,0,0,0,0,0,1,20170331,20170630
2632@2,0,0,0,0,0,1,0,20170331,20170630
2843@3,0,0,0,0,0,0,1,20170331,20170630
A73@1,1,1,1,1,1,0,0,20170331,20170630
A70@1,1,1,1,1,1,0,0,20170331,20170630
F03@3,0,0,0,0,0,0,1,20170331,20170630
344@1,1,1,1,1,1,0,0,20170331,20170630
376@3,0,0,0,0,0,0,1,20170331,20170630
394@1,1,1,1,1,1,0,0,20170331,20170630
A99@2,0,0,0,0,0,1,0,20170331,20170630
A99@5,0,0,0,0,0,0,0,20170331,20170630
A991@3,0,0,0,0,0,0,1,20170331,20170630
A951@1,1,1,1,1,1,0,0,20170331,20170630
40.4@1,1,1,1,1,1,0,0,20170331,20170630
4292@3,0,0,0,0,0,0,1,20170331,20170630
433@1,1,1,1,1,1,0,0,20170331,20170630
441@2,0,0,0,0,0,1,0,20170331,20170630
441@5,0,0,0,0,0,0,0,20170331,20170630
473@3,0,0,0,0,0,0,1,20170331,20170630
60.6@1,1,1,1,1,1,0,0,20170331,20170630
60.2@2,0,0,0,0,0,1,0,20170331,20170630
60.4@1,1,1,1,1,1,0,0,20170331,20170630
60.5@5,0,0,0,0,0,0,0,20170331,20170630
605@1,1,1,1,1,1,0,0,20170331,20170630
608@3,0,0,0,0,0,0,1,20170331,20170630
620@1,1,1,1,1,1,0,0,20170331,20170630
6204@1,1,1,1,1,1,0,0,20170331,20170630
621@3,0,0,0,0,0,0,1,20170331,20170630
B25@2,0,0,0,0,0,1,0,20170331,20170630
B25@5,0,0,0,0,0,0,0,20170331,20170630
M31@1,1,1,1,1,1,0,0,20170331,20170630
632@2,0,0,0,0,0,1,0,20170331,20170630
650@2,0,0,0,0,0,1,0,20170331,20170630
650@5,0,0,0,0,0,0,0,20170331,20170630
652@3,0,0,0,0,0,0,1,20170331,20170630
M52@2,0,0,0,0,0,1,0,20170331,20170630
B51@1,1,1,1,1,1,0,0,20170331,20170630
6625@1,1,1,1,1,1,0,0,20170331,20170630
R62@1,1,1,1,1,1,0,0,20170331,20170630
B021@1,1,1,1,1,1,0,0,20170331,20170630
665@3,0,0,0,0,0,0,1,20170331,20170630
702@1,1,1,1,1,1,0,0,20170331,20170630
704@3,0,0,0,0,0,0,1,20170331,20170630
856@1,1,1,1,1,1,0,0,20170331,20170630
C4@2,0,0,0,0,0,1,0,20170331,20170630
C4@5,0,0,0,0,0,0,0,20170331,20170630
B011@1,1,1,1,1,1,0,0,20170331,20170630
